Orthography	Transcription
PUFFING	p.ʌ.f.ɪ.ŋ
PUFFINS	p.ʌ.f.ɪ.n.z
PUFFS	p.ʌ.f.s
PUFFY	p.ʌ.f.i
PUG	p.ʌ.g
PUGA	p.j.u.g.ʌ
PUGET	p.j.u.dʒ.ɪ.t
PUGET-1	p.j.u.dʒ.ɪ.t.w.ʌ.n
PUGH	p.j.u
PUGH'S	p.j.u.z
PUGHS	p.j.u.z
PUGILISM	p.j.u.dʒ.ʌ.l.ɪ.z.ʌ.m
PUGILIST	p.j.u.dʒ.ʌ.l.ɪ.s.t
PUGILISTIC	p.j.u.dʒ.ʌ.l.ɪ.s.t.ɪ.k
PUGLIA	p.ʌ.g.l.i.ʌ
PUGLIESE	p.u.g.l.i.eɪ.z.i
PUGLISI	p.u.g.l.i.s.i
PUGMIRE	p.ʌ.g.m.aɪ.r
PUGNACIOUS	p.ʌ.g.n.æ.ʃ.ɪ.s
PUGSLEY	p.ʌ.g.s.l.i
PUGWASH	p.ʌ.g.w.ɑ.ʃ
PUHL	p.ʌ.l
PUIG	p.u.g
PUIPOE	p.u.i.p.oʊ
PUIPOE(1)	p.w.i.p.oʊ
PUJOL	p.j.u.dʒ.ʌ.l
PUKE	p.j.u.k
PUKES	p.j.u.k.s
PUKING	p.j.u.k.ɪ.ŋ
PULASKI	p.j.u.l.æ.s.k.i
PULCINI	p.u.l.tʃ.i.n.i
PULEO	p.u.l.i.oʊ
PULFORD	p.ʊ.l.f.ɚ.d
PULICE	p.u.l.ɪ.s
PULIDO	p.u.l.i.d.oʊ
PULITZER	p.ʊ.l.ʌ.t.s.ɚ
PULKRABEK	p.ʌ.l.k.r.ʌ.b.ɪ.k
PULL	p.ʊ.l
PULLAM	p.ʊ.l.ʌ.m
PULLAN	p.ʊ.l.ʌ.n
PULLANO	p.u.l.ɑ.n.oʊ
PULLARA	p.u.l.ɑ.r.ʌ
PULLBACK	p.ʊ.l.b.æ.k
PULLBACKS	p.ʊ.l.b.æ.k.s
PULLED	p.ʊ.l.d
PULLEN	p.ʊ.l.ʌ.n
PULLER	p.ʊ.l.ɚ
PULLEY	p.ʊ.l.i
PULLEYS	p.ʊ.l.i.z
PULLIAM	p.ʊ.l.i.ʌ.m
PULLIN	p.ʊ.l.ɪ.n
PULLING	p.ʊ.l.ɪ.ŋ
PULLINS	p.ʊ.l.ɪ.n.z
PULLMAN	p.ʊ.l.m.ʌ.n
PULLMAN'S	p.ʊ.l.m.ʌ.n.z
PULLOUT	p.ʊ.l.aʊ.t
PULLOUTS	p.ʊ.l.aʊ.t.s
PULLS	p.ʊ.l.z
PULLUM	p.ʊ.l.ʌ.m
PULMAZYME	p.ʊ.l.m.ʌ.z.aɪ.m
PULMAZYME'S	p.ʊ.l.m.ʌ.z.aɪ.m.z
PULMONARY	p.ʊ.l.m.ʌ.n.ɛ.r.i
PULMOZYME	p.ʊ.l.m.oʊ.z.aɪ.m
PULOS	p.u.l.oʊ.z
PULP	p.ʌ.l.p
PULPING	p.ʌ.l.p.ɪ.ŋ
PULPIT	p.ʊ.l.p.ɪ.t
PULPITS	p.ʊ.l.p.ɪ.t.s
PULPWOOD	p.ʌ.l.p.w.ʊ.d
PULS	p.ʊ.l.z
PULSAR	p.ʊ.l.s.ɚ
PULSAR'S	p.ʊ.l.s.ɚ.z
PULSATING	p.ʌ.l.s.eɪ.t.ɪ.ŋ
PULSE	p.ʌ.l.s
PULSES	p.ʌ.l.s.ɪ.z
PULSIFER	p.ʌ.l.s.ɪ.f.ɚ
PULSING	p.ʌ.l.s.ɪ.ŋ
PULSIPHER	p.ʊ.l.s.ɪ.f.ɚ
PULTE	p.ʊ.l.t.i
PULTZ	p.ʊ.l.t.s
PULVER	p.ʊ.l.v.ɚ
PULVERIZE	p.ʌ.l.v.ɚ.aɪ.z
PULVERIZED	p.ʌ.l.v.ɚ.aɪ.z.d
PULVERMACHER	p.ʌ.l.v.ɚ.m.ʌ.k.ɚ
PUMA	p.u.m.ʌ
PUMA'S	p.j.u.m.ʌ.z
PUMICE	p.ʌ.m.ʌ.s
PUMILIA	p.u.m.i.l.i.ʌ
PUMING	p.u.m.ɪ.ŋ
PUMMEL	p.ʌ.m.ʌ.l
PUMMELED	p.ʌ.m.ʌ.l.d
PUMMELING	p.ʌ.m.ʌ.l.ɪ.ŋ
PUMMILL	p.ʌ.m.ɪ.l
PUMP	p.ʌ.m.p
PUMPED	p.ʌ.m.p.t
PUMPERNICKEL	p.ʌ.m.p.ɚ.n.ɪ.k.ʌ.l
PUMPHREY	p.ʌ.m.f.r.i
PUMPING	p.ʌ.m.p.ɪ.ŋ
PUMPKIN	p.ʌ.m.p.k.ɪ.n
PUMPKIN(1)	p.ʌ.m.k.ɪ.n
PUMPKINS	p.ʌ.m.p.k.ʌ.n.z
PUMPKINS(1)	p.ʌ.m.k.ʌ.n.z
PUMPS	p.ʌ.m.p.s
PUMSIE	p.ʌ.m.z.i
PUN	p.ʌ.n
PUNCH	p.ʌ.n.tʃ
PUNCHED	p.ʌ.n.tʃ.t
PUNCHES	p.ʌ.n.tʃ.ɪ.z
PUNCHING	p.ʌ.n.tʃ.ɪ.ŋ
PUNCHLINE	p.ʌ.n.tʃ.l.aɪ.n
PUNCHY	p.ʌ.n.tʃ.i
PUNCTATE	p.ʌ.n.k.t.eɪ.t
PUNCTILIOUS	p.ʌ.ŋ.k.t.ɪ.l.i.ʌ.s
PUNCTUAL	p.ʌ.ŋ.k.tʃ.u.ʌ.l
PUNCTUALITY	p.ʌ.ŋ.k.tʃ.u.æ.l.ɪ.t.i
PUNCTUATE	p.ʌ.ŋ.k.tʃ.u.eɪ.t
PUNCTUATED	p.ʌ.ŋ.k.tʃ.u.eɪ.t.ɪ.d
PUNCTUATING	p.ʌ.ŋ.k.tʃ.u.eɪ.d.ɪ.ŋ
PUNCTUATION	p.ʌ.ŋ.k.tʃ.u.eɪ.ʃ.ʌ.n
PUNCTURE	p.ʌ.ŋ.k.tʃ.ɚ
PUNCTURE(1)	p.ʌ.ŋ.k.ʃ.ɚ
PUNCTURED	p.ʌ.ŋ.k.tʃ.ɚ.d
PUNCTURED(1)	p.ʌ.ŋ.k.ʃ.ɚ.d
PUNCTURES	p.ʌ.ŋ.k.tʃ.ɚ.z
PUNCTURES(1)	p.ʌ.ŋ.k.ʃ.ɚ.z
PUNCTURING	p.ʌ.ŋ.k.tʃ.ɚ.ɪ.ŋ
PUNCTURING(1)	p.ʌ.ŋ.k.ʃ.ɚ.ɪ.ŋ
PUNDIT	p.ʌ.n.d.ʌ.t
PUNDITRY	p.ʌ.n.d.ʌ.t.r.i
PUNDITS	p.ʌ.n.d.ɪ.t.s
PUNDT	p.ʌ.n.t
PUNEET	p.u.n.i.t
PUNG	p.ʌ.ŋ
PUNGENT	p.ʌ.n.dʒ.ʌ.n.t
PUNGENTLY	p.ʌ.n.dʒ.ʌ.n.t.l.i
PUNIC	p.j.u.n.ɪ.k
PUNISH	p.ʌ.n.ɪ.ʃ
PUNISHABLE	p.ʌ.n.ɪ.ʃ.ʌ.b.ʌ.l
PUNISHED	p.ʌ.n.ɪ.ʃ.t
PUNISHER	p.ʌ.n.ɪ.ʃ.ɚ
PUNISHES	p.ʌ.n.ɪ.ʃ.ʌ.z
PUNISHING	p.ʌ.n.ɪ.ʃ.ɪ.ŋ
PUNISHINGLY	p.ʌ.n.ɪ.ʃ.ɪ.ŋ.l.i
PUNISHMENT	p.ʌ.n.ɪ.ʃ.m.ʌ.n.t
PUNISHMENTS	p.ʌ.n.ɪ.ʃ.m.ʌ.n.t.s
PUNIT	p.ʌ.n.ɪ.t
PUNITIVE	p.j.u.n.ʌ.t.ɪ.v
PUNJAB	p.ʌ.n.dʒ.ɑ.b
PUNJAB(1)	p.ʌ.n.dʒ.æ.b
PUNJAB'S	p.ʌ.n.dʒ.ɑ.b.z
PUNJAB'S(1)	p.ʌ.n.dʒ.æ.b.z
PUNK	p.ʌ.ŋ.k
PUNKIN	p.ʌ.ŋ.k.ɪ.n
PUNKS	p.ʌ.ŋ.k.s
PUNKY	p.ʌ.ŋ.k.i
PUNS	p.ʌ.n.z
PUNSALAN	p.ʌ.n.s.ɑ.l.ʌ.n
PUNT	p.ʌ.n.t
PUNTA	p.ʊ.n.t.ɚ
PUNTER	p.ʌ.n.t.ɚ
PUNTO	p.u.n.t.oʊ
PUNTS	p.ʌ.n.t.s
PUNXSUTAWNEY	p.ʌ.ŋ.k.s.ʌ.t.aʊ.n.i
PUNY	p.j.u.n.i
PUOPOLO	p.w.oʊ.p.oʊ.l.oʊ
PUP	p.ʌ.p
PUPA	p.j.u.p.ʌ
PUPIL	p.j.u.p.ʌ.l
PUPILS	p.j.u.p.ʌ.l.z
PUPO	p.u.p.oʊ
PUPPET	p.ʌ.p.ʌ.t
PUPPET(1)	p.ʌ.p.ɪ.t
PUPPETEER	p.ʌ.p.ʌ.t.i.r
PUPPETEERS	p.ʌ.p.ʌ.t.i.r.z
PUPPETRY	p.ʌ.p.ʌ.t.r.i
PUPPETS	p.ʌ.p.ʌ.t.s
PUPPETS(1)	p.ʌ.p.ɪ.t.s
PUPPIES	p.ʌ.p.i.z
PUPPY	p.ʌ.p.i
PUPS	p.ʌ.p.s
PUR	p.ɚ
PURA	p.ʊ.r.ʌ
PURA(1)	p.j.ʊ.r.ʌ
PURCELL	p.ɚ.s.ɛ.l
PURCHASE	p.ɚ.tʃ.ʌ.s
PURCHASED	p.ɚ.tʃ.ʌ.s.t
PURCHASER	p.ɚ.tʃ.ʌ.s.ɚ
PURCHASER'S	p.ɚ.tʃ.ʌ.s.ɚ.z
PURCHASERS	p.ɚ.tʃ.ʌ.s.ɚ.z
PURCHASERS'	p.ɚ.tʃ.ʌ.s.ɚ.z
PURCHASES	p.ɚ.tʃ.ʌ.s.ʌ.z
PURCHASES(1)	p.ɚ.tʃ.ʌ.s.ɪ.z
PURCHASING	p.ɚ.tʃ.ʌ.s.ɪ.ŋ
PURDHAM	p.ɚ.d.ʌ.m
PURDIE	p.ɚ.d.i
PURDIN	p.ɚ.d.ɪ.n
PURDOM	p.ɚ.d.ʌ.m
PURDON	p.ɚ.d.ʌ.n
PURDUE	p.ɚ.d.u
PURDUM	p.ɚ.d.ʌ.m
PURDY	p.ɚ.d.i
PURE	p.j.ʊ.r
PUREBRED	p.j.ʊ.r.b.r.ɛ.d
PUREBREDS	p.j.ʊ.r.b.r.ɛ.d.z
PUREE	p.j.ʊ.r.eɪ
PURELY	p.j.ʊ.r.l.i
PURER	p.j.ʊ.r.ɚ
PUREST	p.j.ʊ.r.ʌ.s.t
PUREX	p.j.ʊ.r.ɛ.k.s
PURGASON	p.ɚ.g.ʌ.s.ʌ.n
PURGATORY	p.ɚ.g.ʌ.t.ɔ.r.i
PURGE	p.ɚ.dʒ
PURGED	p.ɚ.dʒ.d
PURGES	p.ɚ.dʒ.ɪ.z
PURGING	p.ɚ.dʒ.ɪ.ŋ
PURI	p.ʊ.r.i
PURICELLI	p.ʊ.r.i.tʃ.ɛ.l.i
PURIFICATION	p.j.ʊ.r.ʌ.f.ʌ.k.eɪ.ʃ.ʌ.n
PURIFIED	p.j.ʊ.r.ʌ.f.aɪ.d
PURIFIER	p.j.ʊ.r.ʌ.f.aɪ.ɚ
PURIFIERS	p.j.ʊ.r.ʌ.f.aɪ.ɚ.z
PURIFOY	p.j.u.r.ɪ.f.ɔɪ
PURIFY	p.j.ʊ.r.ʌ.f.aɪ
PURIFYING	p.j.ʊ.r.ʌ.f.aɪ.ɪ.ŋ
PURILE	p.j.u.r.ʌ.l
PURIM	p.ʊ.r.ʌ.m
PURIM(1)	p.ʊ.r.i.m
PURINA	p.j.ʊ.r.ɪ.n.ʌ
PURINA(1)	p.ɚ.i.n.ʌ
PURINA(2)	p.j.ʊ.r.i.n.ʌ
PURINGTON	p.j.ʊ.r.ɪ.ŋ.t.ʌ.n
PURINTON	p.j.u.r.ɪ.n.t.ʌ.n
PURIS	p.j.ʊ.r.ɪ.s
PURIST	p.j.ʊ.r.ɪ.s.t
PURISTIC	p.j.ʊ.r.ɪ.s.t.ɪ.k
PURISTS	p.j.ʊ.r.ɪ.s.t.s
PURITAN	p.j.ʊ.r.ʌ.t.ʌ.n
PURITANICAL	p.j.ʊ.r.ʌ.t.æ.n.ɪ.k.ʌ.l
PURITANISM	p.j.ʊ.r.ʌ.t.ʌ.n.ɪ.z.ʌ.m
PURITANISMS	p.j.ʊ.r.ʌ.t.ʌ.n.ɪ.z.ʌ.m.z
PURITANS	p.j.ʊ.r.ʌ.t.ʌ.n.z
PURITY	p.j.ʊ.r.ʌ.t.i
PURITY(1)	p.j.ʊ.r.ɪ.t.i
PURK	p.ɚ.k
PURKEY	p.ɚ.k.i
PURLOIN	p.ɚ.l.ɔɪ.n
PURLOINED	p.ɚ.l.ɔɪ.n.d
PURNELL	p.ɚ.n.ʌ.l
PUROLATOR	p.j.ʊ.r.ʌ.l.eɪ.t.ɚ
PUROLATOR'S	p.j.ʊ.r.ʌ.l.eɪ.t.ɚ.z
PURPA	p.ɚ.p.ʌ
PURPLE	p.ɚ.p.ʌ.l
PURPLES	p.ɚ.p.ʌ.l.z
PURPLISH	p.ɚ.p.l.ɪ.ʃ
PURPORT	p.ɚ.p.ɔ.r.t
PURPORT(1)	p.ɚ.p.ɔ.r.t
PURPORTED	p.ɚ.p.ɔ.r.t.ɪ.d
PURPORTEDLY	p.ɚ.p.ɔ.r.t.ɪ.d.l.i
PURPORTING	p.ɚ.p.ɔ.r.t.ɪ.ŋ
PURPORTS	p.ɚ.p.ɔ.r.t.s
PURPOSE	p.ɚ.p.ʌ.s
PURPOSEFUL	p.ɚ.p.ʌ.s.f.ʌ.l
PURPOSEFULLY	p.ɚ.p.ʌ.s.f.ʌ.l.i
PURPOSELESS	p.ɚ.p.ʌ.s.l.ʌ.s
PURPOSELY	p.ɚ.p.ʌ.s.l.i
PURPOSES	p.ɚ.p.ʌ.s.ʌ.z
PURPOSES(1)	p.ɚ.p.ʌ.s.ɪ.z
PURR	p.ɚ
PURRING	p.ɚ.ɪ.ŋ
PURRINGTON	p.ɚ.ɪ.ŋ.t.ʌ.n
PURRS	p.ɚ.z
PURSE	p.ɚ.s
PURSED	p.ɚ.s.t
PURSEL	p.ɚ.s.ʌ.l
PURSELL	p.ɚ.s.ʌ.l
PURSER	p.ɚ.s.ɚ
PURSES	p.ɚ.s.ɪ.z
PURSIFULL	p.ɚ.s.ɪ.f.ʌ.l
PURSLEY	p.ɚ.s.l.i
PURSUANT	p.ɚ.s.u.ʌ.n.t
PURSUE	p.ɚ.s.u
PURSUED	p.ɚ.s.u.d
PURSUER	p.ɚ.s.u.ɚ
PURSUERS	p.ɚ.s.u.ɚ.z
PURSUES	p.ɚ.s.u.z
PURSUETH	p.ɚ.s.u.ʌ.θ
PURSUING	p.ɚ.s.u.ɪ.ŋ
PURSUIT	p.ɚ.s.u.t
PURSUITS	p.ɚ.s.u.t.s
PURT	p.ɚ.t
PURTEE	p.ɚ.t.i
PURTELL	p.ɚ.t.ʌ.l
PURTLE	p.ɚ.t.ʌ.l
PURULENT	p.j.ʊ.r.u.l.ʌ.n.t
PURVES	p.ɚ.v.z
PURVEY	p.ɚ.v.eɪ
PURVEYED	p.ɚ.v.eɪ.d
PURVEYING	p.ɚ.v.eɪ.ɪ.ŋ
PURVEYOR	p.ɚ.v.eɪ.ɚ
PURVEYORS	p.ɚ.v.eɪ.ɚ.z
PURVEYS	p.ɚ.v.eɪ.z
PURVIANCE	p.ʊ.r.v.i.ʌ.n.s
PURVIEW	p.ɚ.v.j.u
PURVIN	p.ɚ.v.ɪ.n
PURVIS	p.ɚ.v.ɪ.s
PURYEAR	p.ɚ.j.ɪ.r
PUS	p.ʌ.s
PUSAN	p.u.s.ɑ.n
PUSANT	p.j.u.s.ɑ.n.t
PUSATERI	p.u.s.ɑ.t.ɛ.r.i
PUSCH	p.ʌ.ʃ
PUSEY	p.j.u.z.i
PUSH	p.ʊ.ʃ
PUSH-UP	p.ʊ.ʃ.ʌ.p
PUSH-UPS	p.ʊ.ʃ.ʌ.p.s
PUSHED	p.ʊ.ʃ.t
PUSHER	p.ʊ.ʃ.ɚ
PUSHERS	p.ʊ.ʃ.ɚ.z
PUSHES	p.ʊ.ʃ.ʌ.z
PUSHES(1)	p.ʊ.ʃ.ɪ.z
PUSHING	p.ʊ.ʃ.ɪ.ŋ
PUSHKIN	p.ʊ.ʃ.k.ɪ.n
PUSHOVER	p.ʊ.ʃ.oʊ.v.ɚ
PUSHUP	p.ʊ.ʃ.ʌ.p
PUSHUPS	p.ʊ.ʃ.ʌ.p.s
PUSHY	p.ʊ.ʃ.i
PUSILLANIMOUS	p.j.u.s.ʌ.l.æ.n.ʌ.m.ʌ.s
PUSKAR	p.ʌ.s.k.ɚ
PUSKARICH	p.ʌ.s.k.ɚ.ɪ.k
PUSKAS	p.ʌ.s.k.ʌ.z
PUSS	p.ʊ.s
PUSS(1)	p.ʌ.s
PUSSES	p.ʊ.s.ɪ.z
PUSSES(1)	p.ʌ.s.ɪ.z
PUSSIES	p.ʊ.s.i.z
PUSSY	p.ʊ.s.i
PUSSYCAT	p.ʊ.s.i.k.æ.t
PUSSYCATS	p.ʊ.s.i.k.æ.t.s
PUSSYFOOT	p.ʊ.s.i.f.ʊ.t
PUSSYFOOTED	p.ʊ.s.i.f.ʊ.t.ʌ.d
PUSSYFOOTING	p.ʊ.s.i.f.ʊ.t.ɪ.ŋ
PUSSYFOOTS	p.ʊ.s.i.f.ʊ.t.s
PUSTEJOVSKY	p.ʌ.s.t.eɪ.ɑ.v.s.k.i
PUT	p.ʊ.t
PUT-ON	p.ʊ.t.ɑ.n
PUT-ONS	p.ʊ.t.ɑ.n.z
PUTATIVE	p.j.u.t.ʌ.t.ɪ.v
PUTCO	p.ʌ.t.k.oʊ
PUTCO(1)	p.ʊ.t.k.oʊ
PUTDOWN	p.ʊ.t.d.aʊ.n
PUTDOWNS	p.ʊ.t.d.aʊ.n.z
PUTE	p.j.u.t
PUTERBAUGH	p.j.u.t.ɚ.b.ɔ
PUTES	p.j.u.t.s
PUTH	p.u.θ
PUTHOFF	p.ʌ.t.h.ɔ.f
PUTIN	p.u.t.ɪ.n
PUTMAN	p.ʌ.t.m.ʌ.n
PUTNAM	p.ʌ.t.n.ʌ.m
PUTNAM'S	p.ʌ.t.n.ʌ.m.z
PUTNEY	p.ʌ.t.n.i
PUTRID	p.j.u.t.r.ɪ.d
PUTS	p.ʊ.t.s
PUTSCH	p.ʊ.tʃ
PUTT	p.ʌ.t
PUTTABLE	p.ʌ.t.ʌ.b.ʌ.l
PUTTED	p.ʌ.t.ɪ.d
PUTTENBAY	p.ʌ.t.ɪ.n.b.eɪ
PUTTER	p.ʌ.t.ɚ
PUTTERER	p.ʌ.t.ɚ.ɚ
PUTTERING	p.ʌ.t.ɚ.ɪ.ŋ
PUTTERMAN	p.ʌ.t.ɚ.m.ʌ.n
PUTTERS	p.ʌ.t.ɚ.z
PUTTING	p.ʌ.t.ɪ.ŋ
PUTTING(1)	p.ʊ.t.ɪ.ŋ
PUTTNAM	p.ʌ.t.n.ʌ.m
PUTTNAM'S	p.ʌ.t.n.ʌ.m.z
PUTTS	p.ʌ.t.s
PUTTY	p.ʌ.t.i
PUTZ	p.ʌ.t.s
PUTZIER	p.ʌ.t.z.i.ɚ
PUUSEPP	p.u.z.ʌ.p
PUZA	p.u.z.ʌ
PUZIO	p.u.z.i.oʊ
PUZO	p.u.z.oʊ
PUZZLE	p.ʌ.z.ʌ.l
PUZZLED	p.ʌ.z.ʌ.l.d
PUZZLEMASTER	p.ʌ.z.ʌ.l.m.æ.s.t.ɚ
PUZZLEMENT	p.ʌ.z.ʌ.l.m.ʌ.n.t
PUZZLER	p.ʌ.z.l.ɚ
PUZZLES	p.ʌ.z.ʌ.l.z
PUZZLING	p.ʌ.z.ʌ.l.ɪ.ŋ
PUZZLING(1)	p.ʌ.z.l.ɪ.ŋ
PUZZO	p.u.z.oʊ
PYATT	p.aɪ.ʌ.t
PYBURN	p.ɪ.b.ɚ.n
PYE	p.aɪ
PYEATT	p.aɪ.ʌ.t
PYGMALION	p.ɪ.g.m.eɪ.l.j.ʌ.n
PYGMIES	p.ɪ.g.m.i.z
PYGMY	p.ɪ.g.m.i
PYHRRIC	p.ɪ.r.ɪ.k
PYKA	p.ɪ.k.ʌ
PYKE	p.aɪ.k
PYLAND	p.aɪ.l.ʌ.n.d
PYLANT	p.ɪ.l.ɔ.n.t
PYLANT(1)	p.ɪ.l.æ.n.t
PYLE	p.aɪ.l
PYLE'S	p.aɪ.l.z
PYLES	p.aɪ.l.z
PYLON	p.aɪ.l.ɑ.n
PYLONS	p.aɪ.l.ɑ.n.z
PYLORI	p.aɪ.l.ɔ.r.i
PYLOS	p.aɪ.l.oʊ.s
PYMM	p.ɪ.m
PYNE	p.aɪ.n
PYNES	p.aɪ.n.z
PYONGYANG	p.j.ɔ.ŋ.j.æ.ŋ
PYONGYANG'S	p.j.ɔ.ŋ.j.æ.ŋ.z
PYPER	p.aɪ.p.ɚ
PYRAMID	p.ɪ.r.ʌ.m.ɪ.d
PYRAMIDAL	p.ɚ.æ.m.ʌ.d.ʌ.l
PYRAMIDS	p.ɪ.r.ʌ.m.ɪ.d.z
PYRE	p.aɪ.ɚ
PYRENA	p.ɪ.r.i.n.ʌ
PYRENEES	p.ɪ.r.ʌ.i.z
PYRENEES'	p.ɪ.r.ʌ.i.z
PYRES	p.aɪ.ɚ.z
PYRITE	p.aɪ.r.aɪ.t
PYRO	p.aɪ.r.oʊ
PYRON	p.ɪ.r.ʌ.n
PYROTECHNIC	p.aɪ.r.oʊ.t.ɛ.k.n.ɪ.k
PYROTECHNICS	p.aɪ.r.oʊ.t.ɛ.k.n.ɪ.k.s
PYROXENE	p.aɪ.r.ɑ.k.s.i.n
PYROXENE(1)	p.aɪ.r.ɑ.k.s.i.n
PYRRHIC	p.ɪ.r.ɪ.k
PYSHER	p.ɪ.ʃ.ɚ
PYTEL	p.ɪ.t.ʌ.l
PYTHAGOREAN	p.ɪ.θ.ʌ.g.ɔ.r.i.ʌ.n
PYTHAGORUS	p.ɪ.θ.æ.g.ʌ.r.ʌ.s
PYTHIA	p.ɪ.θ.i.ʌ
PYTHON	p.aɪ.θ.ɑ.n
PYTHON'S	p.aɪ.θ.ɑ.n.z
PYXIS	p.ɪ.k.s.ɪ.s
Q	k.j.u
Q'S	k.j.u.z
Q.	k.j.u
Q.'S	k.j.u.z
Q.S	k.j.u.z
QANA	k.ɑ.n.ʌ
QANTAS	k.æ.n.t.ʌ.s
QANTAS(1)	k.ɑ.n.t.ʌ.s
QASR	k.eɪ.z.ɚ
QASR(1)	k.j.u.eɪ.ɛ.s.ɑ.r
QATAR	k.ʌ.t.ɑ.r
QAWI	k.ɑ.w.i
QI	k.i
QIAN	k.i.ɑ.n
QIAN(1)	dʒ.ɪ.n
QIAO	k.i.aʊ
QIAOTOU	k.i.aʊ.t.u
QICHEN	k.i.tʃ.ɛ.n
QIN	k.ɪ.n
QING	k.ɪ.ŋ
QINGDAO	tʃ.ɪ.ŋ.d.aʊ
QINGMING	k.ɪ.ŋ.m.ɪ.ŋ
QINTEX	k.ɪ.n.t.ɛ.k.s
QIRYAT	k.ɪ.r.j.ɑ.t
QMAX	k.j.u.m.æ.k.s
QOM	k.ɑ.m
QU	k.u
QUA	k.w.ɑ
QUACH	k.w.ɑ.tʃ
QUACK	k.w.æ.k
QUACKENBUSH	k.w.æ.k.ʌ.n.b.ʊ.ʃ
QUACKERY	k.w.æ.k.ɚ.i
QUACKS	k.w.æ.k.s
QUAD	k.w.ɑ.d
QUADE	k.w.eɪ.d
QUADRA	k.w.æ.d.r.ʌ
QUADRANT	k.w.ɑ.d.r.ʌ.n.t
QUADRENNIAL	k.w.ɑ.d.r.ɛ.n.i.ʌ.l
QUADREX	k.w.ɑ.d.r.ɛ.k.s
QUADRICEPS	k.w.ɑ.d.r.ʌ.s.ɛ.p.s
QUADRIPLEGIC	k.w.ɑ.d.r.ʌ.p.l.i.dʒ.ɪ.k
QUADRUPLE	k.w.ɑ.d.r.u.p.ʌ.l
QUADRUPLED	k.w.ɑ.d.r.u.p.ʌ.l.d
QUADRUPLING	k.w.ɑ.d.r.u.p.ʌ.l.ɪ.ŋ
QUADRUPLING(1)	k.w.ɑ.d.r.u.p.l.ɪ.ŋ
QUADS	k.w.ɑ.d.z
QUAEDA	k.eɪ.d.ɑ
QUAFF	k.w.ɑ.f
QUAFFED	k.w.ɑ.f.ʌ.d
QUAGLIA	k.w.æ.g.l.i.ʌ
QUAGMIRE	k.w.æ.g.m.aɪ.ɚ
QUAI	k.eɪ
QUAID	k.w.eɪ.d
QUAIL	k.w.eɪ.l
QUAILS	k.w.eɪ.l.z
QUAIN	k.w.eɪ.n
QUAINT	k.w.eɪ.n.t
QUAINTANCE	k.w.eɪ.n.t.ʌ.n.s
QUAINTLY	k.w.eɪ.n.t.l.i
QUAKE	k.w.eɪ.k
QUAKE'S	k.w.eɪ.k.s
QUAKENBUSH	k.w.ʌ.k.ɛ.n.b.ʊ.ʃ
QUAKER	k.w.eɪ.k.ɚ
QUAKER'S	k.w.eɪ.k.ɚ.z
QUAKERS	k.w.eɪ.k.ɚ.z
QUAKES	k.w.eɪ.k.s
QUAKING	k.w.eɪ.k.ɪ.ŋ
QUAL	k.w.ɑ.l
QUALCAST	k.w.ɑ.l.k.æ.s.t
QUALCOMM	k.w.ɑ.l.k.ɑ.m
QUALCOMM'S	k.w.ɑ.l.k.ɑ.m.z
QUALE	k.w.eɪ.l
QUALEX	k.w.ɑ.l.ɛ.k.s
QUALEY	k.w.eɪ.l.i
QUALIFICATION	k.w.ɑ.l.ʌ.f.ʌ.k.eɪ.ʃ.ʌ.n
QUALIFICATIONS	k.w.ɑ.l.ʌ.f.ʌ.k.eɪ.ʃ.ʌ.n.z
QUALIFIED	k.w.ɑ.l.ʌ.f.aɪ.d
QUALIFIER	k.w.ɑ.l.ʌ.f.aɪ.ɚ
QUALIFIERS	k.w.ɑ.l.ʌ.f.aɪ.ɚ.z
QUALIFIES	k.w.ɑ.l.ʌ.f.aɪ.z
QUALIFY	k.w.ɑ.l.ʌ.f.aɪ
QUALIFYING	k.w.ɑ.l.ʌ.f.aɪ.ɪ.ŋ
QUALITATIVE	k.w.ɑ.l.ʌ.t.eɪ.t.ɪ.v
QUALITATIVELY	k.w.ɑ.l.ʌ.t.eɪ.t.ɪ.v.l.i
QUALITIES	k.w.ɑ.l.ʌ.t.i.z
QUALITY	k.w.ɑ.l.ʌ.t.i
QUALLEY	k.w.ɔ.l.i
QUALLS	k.w.ɑ.l.z
QUALLS(1)	k.w.eɪ.l.z
QUALMS	k.w.ɑ.m.z
QUALMS(1)	k.w.ɑ.l.m.z
QUAM	k.w.ɑ.m
QUAMME	k.w.æ.m
QUAN	k.w.ɔ.n
QUANDARIES	k.w.ɑ.n.d.ɚ.i.z
QUANDARY	k.w.ɑ.n.d.ɚ.i
QUANDARY(1)	k.w.ɑ.n.d.r.i
QUANDT	k.w.ɔ.n.d.t
QUANEX	k.w.ɑ.n.ɛ.k.s
QUANG	k.w.ɔ.ŋ
QUANT	k.w.æ.n.t
QUANTICO	k.w.ɑ.n.t.ɪ.k.oʊ
QUANTIFIABLE	k.w.ɑ.n.t.ɪ.f.aɪ.ʌ.b.ɛ.l
QUANTIFICATION	k.w.ɑ.n.t.ɪ.f.ʌ.k.eɪ.ʃ.ʌ.n
QUANTIFIED	k.w.ɑ.n.t.ɪ.f.aɪ.d
QUANTIFY	k.w.ɑ.n.t.ɪ.f.aɪ
