Orthography	Transcription
SNELLENBERGER	s.n.ɛ1.l.ʌ0.n.b.ɚ0.g.ɚ0
SNELLER	s.n.ɛ1.l.ɚ0
SNELLGROVE	s.n.ɛ1.l.g.ɹ.oʊ2.v
SNELLING	s.n.ɛ1.l.ɪ0.ŋ
SNELLINGS	s.n.ɛ1.l.ɪ0.ŋ.z
SNELSON	s.n.ɛ1.l.s.ʌ0.n
SNETHEN	s.n.ɛ1.θ.ʌ0.n
SNIA	s.n.i1.ʌ0
SNICKER	s.n.ɪ1.k.ɚ0
SNICKERED	s.n.ɪ1.k.ɚ0.d
SNICKERING	s.n.ɪ1.k.ɚ0.ɪ0.ŋ
SNICKERS	s.n.ɪ1.k.ɚ0.z
SNIDE	s.n.aɪ1.d
SNIDER	s.n.aɪ1.d.ɚ0
SNIDOW	s.n.ɪ1.d.oʊ0
SNIEGOWSKI	s.n.i0.g.ɔ1.f.s.k.i0
SNIFF	s.n.ɪ1.f
SNIFFED	s.n.ɪ1.f.t
SNIFFEN	s.n.ɪ1.f.ʌ0.n
SNIFFER	s.n.ɪ1.f.ɚ0
SNIFFIER	s.n.ɪ1.f.i0.ɚ0
SNIFFIEST	s.n.ɪ1.f.i0.ʌ0.s.t
SNIFFILY	s.n.ɪ1.f.ʌ0.l.i0
SNIFFING	s.n.ɪ1.f.ɪ0.ŋ
SNIFFLE	s.n.ɪ1.f.ʌ0.l
SNIFFLER	s.n.ɪ1.f.l.ɚ0
SNIFFLES	s.n.ɪ1.f.ʌ0.l.z
SNIFFLING	s.n.ɪ1.f.l.ɪ0.ŋ
SNIFFS	s.n.ɪ1.f.s
SNIFFY	s.n.ɪ1.f.i0
SNIFTER	s.n.ɪ1.f.t.ɚ0
SNIFTERS	s.n.ɪ1.f.t.ɚ0.z
SNIP	s.n.ɪ1.p
SNIPE	s.n.aɪ1.p
SNIPED	s.n.aɪ1.p.t
SNIPER	s.n.aɪ1.p.ɚ0
SNIPER'S	s.n.aɪ1.p.ɚ0.z
SNIPERS	s.n.aɪ1.p.ɚ0.z
SNIPERS'	s.n.aɪ1.p.ɚ0.z
SNIPES	s.n.aɪ1.p.s
SNIPING	s.n.aɪ1.p.ɪ0.ŋ
SNIPPET	s.n.ɪ1.p.ʌ0.t
SNIPPETS	s.n.ɪ1.p.ʌ0.t.s
SNIPS	s.n.ɪ1.p.s
SNITCH	s.n.ɪ1.tʃ
SNITCHING	s.n.ɪ1.tʃ.ɪ0.ŋ
SNITKER	s.n.ɪ1.t.k.ɚ0
SNITZER	s.n.ɪ1.t.z.ɚ0
SNIVELY	s.n.aɪ1.v.l.i0
SNOB	s.n.ɑ1.b
SNOBBERY	s.n.ɑ1.b.ɚ0.i0
SNOBBISH	s.n.ɑ1.b.ɪ0.ʃ
SNOBBY	s.n.ɑ1.b.i0
SNOBS	s.n.ɑ1.b.z
SNODDERLY	s.n.ɑ1.d.ɚ0.l.i0
SNODDY	s.n.ɑ1.d.i0
SNODGRASS	s.n.ɑ1.d.g.ɹ.æ2.s
SNOHOMISH	s.n.ɑ1.h.ʌ0.m.ɪ0.ʃ
SNOKE	s.n.oʊ1.k
SNOOK	s.n.ʊ1.k
SNOOKER	s.n.ʊ1.k.ɚ0
SNOOKERED	s.n.ʊ1.k.ɚ0.d
SNOOKS	s.n.ʊ1.k.s
SNOOP	s.n.u1.p
SNOOPING	s.n.u1.p.ɪ0.ŋ
SNOOPS	s.n.u1.p.s
SNOOPY	s.n.u1.p.i0
SNOOTY	s.n.u1.t.i0
SNOOZE	s.n.u1.z
SNOOZING	s.n.u1.z.ɪ0.ŋ
SNORE	s.n.ɔ1.ɹ
SNORER	s.n.ɔ1.ɹ.ɚ0
SNORERS	s.n.ɔ1.ɹ.ɚ0.z
SNORING	s.n.ɔ1.ɹ.ɪ0.ŋ
SNORKEL	s.n.ɔ1.ɹ.k.ʌ0.l
SNORKELING	s.n.ɔ1.ɹ.k.ʌ0.l.ɪ2.ŋ
SNORT	s.n.ɔ1.ɹ.t
SNORTED	s.n.ɔ1.ɹ.t.ɪ0.d
SNORTER	s.n.ɔ1.ɹ.t.ɚ0
SNORTERS	s.n.ɔ1.ɹ.t.ɚ0.z
SNORTING	s.n.ɔ1.ɹ.t.ɪ0.ŋ
SNORTS	s.n.ɔ1.ɹ.t.s
SNOT	s.n.ɔ1.t
SNOT-FACE	s.n.ɔ1.t.f.eɪ2.s
SNOT-FACED	s.n.ɔ1.t.f.eɪ2.s.t
SNOTTY	s.n.ɔ1.t.i2
SNOUFFER	s.n.oʊ1.f.ɚ0
SNOUT	s.n.aʊ1.t
SNOUT'S	s.n.aʊ1.t.s
SNOUTS	s.n.aʊ1.t.s
SNOVER	s.n.oʊ1.v.ɚ0
SNOW	s.n.oʊ1
SNOW'S	s.n.oʊ1.z
SNOWBALL	s.n.oʊ1.b.ɔ2.l
SNOWBALL'S	s.n.oʊ1.b.ɔ2.l.z
SNOWBALLED	s.n.oʊ1.b.ɔ2.l.d
SNOWBALLING	s.n.oʊ1.b.ɔ2.l.ɪ0.ŋ
SNOWBALLS	s.n.oʊ1.b.ɔ2.l.z
SNOWBERGER	s.n.oʊ1.b.ɚ0.g.ɚ0
SNOWBIRD	s.n.oʊ1.b.ɚ2.d
SNOWBIRDS	s.n.oʊ1.b.ɚ2.d.z
SNOWBOARD	s.n.oʊ1.b.ɔ2.ɹ.d
SNOWBOARDER	s.n.oʊ1.b.ɔ2.ɹ.d.ɚ0
SNOWBOARDERS	s.n.oʊ1.b.ɔ2.ɹ.d.ɚ0.z
SNOWBOARDS	s.n.oʊ1.b.ɔ2.ɹ.d.z
SNOWBOUND	s.n.oʊ1.b.aʊ2.n.d
SNOWDEN	s.n.oʊ1.d.ʌ0.n
SNOWDON	s.n.oʊ1.d.ʌ0.n
SNOWE	s.n.oʊ1
SNOWED	s.n.oʊ1.d
SNOWFALL	s.n.oʊ1.f.ɑ0.l
SNOWFALLS	s.n.oʊ1.f.ɑ0.l.z
SNOWFLAKE	s.n.oʊ1.f.l.eɪ2.k
SNOWFLAKES	s.n.oʊ1.f.l.eɪ2.k.s
SNOWING	s.n.oʊ1.ɪ0.ŋ
SNOWMAN	s.n.oʊ1.m.æ2.n
SNOWMOBILE	s.n.oʊ1.m.oʊ0.b.i2.l
SNOWMOBILES	s.n.oʊ1.m.oʊ0.b.i2.l.z
SNOWPLOW	s.n.oʊ1.p.l.aʊ2
SNOWPLOWS	s.n.oʊ1.p.l.aʊ2.z
SNOWS	s.n.oʊ1.z
SNOWSHOE	s.n.oʊ1.ʃ.u2
SNOWSTORM	s.n.oʊ1.s.t.ɔ2.ɹ.m
SNOWSTORMS	s.n.oʊ1.s.t.ɔ2.ɹ.m.z
SNOWY	s.n.oʊ1.i0
SNUB	s.n.ʌ1.b
SNUBBED	s.n.ʌ1.b.d
SNUBBING	s.n.ʌ1.b.ɪ0.ŋ
SNUBS	s.n.ʌ1.b.z
SNUCK	s.n.ʌ1.k
SNUFF	s.n.ʌ1.f
SNUFFED	s.n.ʌ1.f.t
SNUFFER	s.n.ʌ1.f.ɚ0
SNUFFING	s.n.ʌ1.f.ɪ0.ŋ
SNUFFS	s.n.ʌ1.f.s
SNUG	s.n.ʌ1.g
SNUGGING	s.n.ʌ1.g.ɪ0.ŋ
SNUGGLE	s.n.ʌ1.g.ʌ0.l
SNUGGS	s.n.ʌ1.g.z
SNUGLY	s.n.ʌ1.g.l.i0
SNYDER	s.n.aɪ1.d.ɚ0
SNYDER'S	s.n.aɪ1.d.ɚ0.z
SNYDERGENERAL	s.n.aɪ2.d.ɚ0.dʒ.ɛ1.n.ɚ0.ʌ0.l
SO	s.oʊ1
SO'S	s.oʊ1.z
SO-CALLED	s.oʊ1.k.ɔ1.l.d
SO-SO	s.oʊ1.s.oʊ1
SOADY	s.oʊ1.d.i0
SOAK	s.oʊ1.k
SOAKED	s.oʊ1.k.t
SOAKER	s.oʊ1.k.ɚ0
SOAKING	s.oʊ1.k.ɪ0.ŋ
SOAKS	s.oʊ1.k.s
SOAP	s.oʊ1.p
SOAPBOX	s.oʊ1.p.b.ɑ2.k.s
SOAPS	s.oʊ1.p.s
SOAPY	s.oʊ1.p.i0
SOAR	s.ɔ1.ɹ
SOARD	s.ɔ1.ɹ.d
SOARED	s.ɔ1.ɹ.d
SOARES	s.ɔ1.ɹ.ɛ0.s
SOARING	s.ɔ1.ɹ.ɪ0.ŋ
SOARS	s.ɔ1.ɹ.z
SOAVE	s.oʊ1.v
SOB	s.ɑ1.b
SOBBED	s.ɑ1.b.d
SOBBING	s.ɑ1.b.ɪ0.ŋ
SOBBINGLY	s.ɑ1.b.ɪ0.ŋ.l.i0
SOBCZAK	s.ɑ1.b.tʃ.æ0.k
SOBCZYK	s.ɑ1.b.tʃ.ɪ0.k
SOBECK	s.oʊ1.b.ɛ2.k
SOBECKI	s.ʌ0.b.ɛ1.t.s.k.i0
SOBEK	s.oʊ1.b.ɪ0.k
SOBEL	s.oʊ1.b.ʌ0.l
SOBELMAN	s.oʊ1.b.ʌ0.l.m.ʌ0.n
SOBER	s.oʊ1.b.ɚ0
SOBERED	s.oʊ1.b.ɚ0.d
SOBERING	s.oʊ1.b.ɚ0.ɪ0.ŋ
SOBERLY	s.oʊ1.b.ɚ0.l.i0
SOBERS	s.oʊ1.b.ɚ0.z
SOBEY	s.oʊ1.b.i0
SOBIBOR	s.oʊ0.b.i1.b.ɔ0.ɹ
SOBIBOR(1)	s.oʊ0.b.ɪ1.b.ɔ0.ɹ
SOBIECH	s.ɑ1.b.i0.h
SOBIESKI	s.oʊ2.b.i0.ɛ1.s.k.i0
SOBIL	s.oʊ1.b.ʌ0.l
SOBIL'S	s.oʊ1.b.ʌ0.l.z
SOBILS	s.oʊ1.b.ʌ0.l.z
SOBIN	s.oʊ1.b.ɪ0.n
SOBKOWIAK	s.ʌ0.b.k.oʊ1.v.ɪ0.æ2.k
SOBLE	s.oʊ1.b.ʌ0.l
SOBOCINSKI	s.ɔ2.b.ʌ0.tʃ.ɪ1.n.s.k.i0
SOBOL	s.oʊ1.b.ʌ0.l
SOBOLESKI	s.ʌ0.b.ʌ0.l.ɛ1.s.k.i0
SOBOLEWSKI	s.ʌ0.b.ʌ0.l.ɛ1.f.s.k.i0
SOBOLIK	s.ʌ0.b.oʊ1.l.ɪ0.k
SOBON	s.oʊ0.b.ɔ1.n
SOBOTA	s.oʊ0.b.oʊ1.t.ʌ0
SOBOTKA	s.oʊ0.b.oʊ1.t.k.ʌ0
SOBOTTA	s.oʊ0.b.oʊ1.t.ʌ0
SOBRIETY	s.oʊ0.b.ɹ.aɪ1.ʌ0.t.i0
SOBRIQUET	s.oʊ1.b.ɹ.ʌ0.k.eɪ2
SOBRIQUET(1)	s.oʊ2.b.ɹ.ʌ0.k.ɛ1.t
SOBS	s.ɑ1.b.z
SOCAL	s.oʊ1.k.ʌ0.l
SOCALLED	s.oʊ1.k.ɑ2.l.d
SOCANAV	s.ɑ1.k.ʌ0.n.ɑ0.v
SOCARRAS	s.oʊ0.k.ɑ1.ɹ.ɑ0.z
SOCCER	s.ɑ1.k.ɚ0
SOCCER'S	s.ɑ1.k.ɚ0.z
SOCCI	s.oʊ1.tʃ.i0
SOCHA	s.oʊ1.tʃ.ʌ0
SOCHACKI	s.ʌ0.tʃ.æ1.k.i0
SOCHET	s.oʊ0.ʃ.eɪ1
SOCHI	s.oʊ1.tʃ.i0
SOCHOR	s.ɑ1.k.ɚ0
SOCIA	s.oʊ1.tʃ.ʌ0
SOCIABLE	s.oʊ1.ʃ.ʌ0.b.ʌ0.l
SOCIAL	s.oʊ1.ʃ.ʌ0.l
SOCIALISM	s.oʊ1.ʃ.ʌ0.l.ɪ2.z.ʌ0.m
SOCIALIST	s.oʊ1.ʃ.ʌ0.l.ɪ0.s.t
SOCIALISTIC	s.oʊ2.ʃ.ʌ0.l.ɪ1.s.t.ɪ0.k
SOCIALISTS	s.oʊ1.ʃ.ʌ0.l.ɪ0.s.t.s
SOCIALISTS'	s.oʊ1.ʃ.ʌ0.l.ɪ0.s.t.s
SOCIALITE	s.oʊ1.ʃ.ʌ0.l.aɪ2.t
SOCIALITES	s.oʊ1.ʃ.ʌ0.l.aɪ2.t.s
SOCIALIZATION	s.oʊ2.ʃ.ʌ0.l.ɪ0.z.eɪ1.ʃ.ʌ0.n
SOCIALIZE	s.oʊ1.ʃ.ʌ0.l.aɪ2.z
SOCIALIZED	s.oʊ1.ʃ.ʌ0.l.aɪ2.z.d
SOCIALIZING	s.oʊ1.ʃ.ʌ0.l.aɪ2.z.ɪ0.ŋ
SOCIALLY	s.oʊ1.ʃ.ʌ0.l.i0
SOCIEDAD	s.oʊ2.s.i0.d.æ1.d
SOCIETA	s.oʊ2.s.i0.ɛ1.t.ʌ0
SOCIETAL	s.ʌ0.s.aɪ1.ɪ0.t.ʌ0.l
SOCIETE	s.oʊ2.s.i0.ɛ0.t.eɪ1
SOCIETIES	s.ʌ0.s.aɪ1.ɪ0.t.i0.z
SOCIETY	s.oʊ0.s.aɪ1.ɪ0.t.i0
SOCIETY'S	s.oʊ0.s.aɪ1.ɪ0.t.i0.z
SOCIO	s.oʊ1.s.i0.oʊ0
SOCIOECONOMIC	s.oʊ0.s.i2.oʊ2.ɛ2.k.ʌ0.n.ɑ1.m.ɪ0.k
SOCIOLOGICAL	s.oʊ2.s.i0.ʌ0.l.ɑ1.dʒ.ɪ0.k.ʌ0.l
SOCIOLOGIST	s.oʊ2.s.i0.ɑ1.l.ʌ0.dʒ.ɪ0.s.t
SOCIOLOGISTS	s.oʊ2.s.i0.ɑ1.l.ʌ0.dʒ.ɪ0.s.t.s
SOCIOLOGY	s.oʊ2.s.i0.ɑ1.l.ʌ0.dʒ.i0
SOCIOPATH	s.oʊ1.s.i0.oʊ0.p.æ2.θ
SOCIOPATHS	s.oʊ1.s.i0.oʊ0.p.æ2.ð.z
SOCK	s.ɑ1.k
SOCKED	s.ɑ1.k.t
SOCKET	s.ɑ1.k.ʌ0.t
SOCKETS	s.ɑ1.k.ʌ0.t.s
SOCKING	s.ɑ1.k.ɪ0.ŋ
SOCKS	s.ɑ1.k.s
SOCKWELL	s.ɑ1.k.w.ɛ2.l
SOCO	s.oʊ1.k.oʊ1
SOCO(1)	s.ɑ1.k.oʊ0
SOCO'S	s.oʊ1.k.oʊ1.z
SOCO'S(1)	s.ɑ1.k.oʊ0.z
SOCOL	s.oʊ1.k.ɑ2.l
SOCRATES	s.ɑ1.k.ɹ.ʌ0.t.i2.z
SOCRATIC	s.ʌ0.k.ɹ.æ1.t.ɪ0.k
SOD	s.ɑ1.d
SODA	s.oʊ1.d.ʌ0
SODA'S	s.oʊ1.d.ʌ0.z
SODANO	s.oʊ0.d.ɑ1.n.oʊ0
SODARO	s.oʊ0.d.ɑ1.ɹ.oʊ0
SODAS	s.oʊ1.d.ʌ0.z
SODDEN	s.ɑ1.d.ʌ0.n
SODDERS	s.ɑ1.d.ɚ0.z
SODECOM	s.oʊ1.d.ʌ0.k.ɑ0.m
SODEN	s.oʊ1.d.ʌ0.n
SODER	s.oʊ1.d.ɚ0
SODERBERG	s.oʊ1.d.ɚ0.b.ɚ0.g
SODERBERGH	s.oʊ1.d.ɚ0.b.ɚ0.g
SODERBLOM	s.oʊ1.d.ɚ0.b.l.ɑ2.m
SODERGREN	s.ɑ1.d.ɚ0.g.ɹ.ɛ0.n
SODERHOLM	s.oʊ1.d.ɚ0.h.oʊ0.l.m
SODERLUND	s.ɑ1.d.ɚ0.l.ʌ0.n.d
SODERMAN	s.oʊ1.d.ɚ0.m.ʌ0.n
SODERQUIST	s.ɑ1.d.ɚ0.k.w.ɪ0.s.t
SODERSTROM	s.ɑ1.d.ɚ0.s.t.ɹ.ʌ0.m
SODITIC	s.oʊ0.d.ɪ1.t.ɪ0.k
SODIUM	s.oʊ1.d.i0.ʌ0.m
SODOM	s.ɔ1.d.ʌ0.m
SODOMIZE	s.ɔ1.d.ʌ0.m.aɪ2.z
SODOMIZED	s.ɔ1.d.ʌ0.m.aɪ2.z.d
SODOMIZER	s.ɔ1.d.ʌ0.m.aɪ2.z.ɚ0
SODOMIZES	s.ɔ1.d.ʌ0.m.aɪ2.z.ʌ0.z
SODOMIZING	s.ɔ1.d.ʌ0.m.aɪ2.z.ɪ0.ŋ
SODOMY	s.ɑ1.d.ʌ0.m.i0
SODUS	s.oʊ1.d.ʌ0.s
SOEDER	s.oʊ1.d.ɚ0
SOENS	s.oʊ1.n.z
SOERENSEN	s.ɔ1.ɹ.ʌ0.n.s.ʌ0.n
SOFA	s.oʊ1.f.ʌ0
SOFAER	s.oʊ0.f.eɪ1.ɹ
SOFAMOR	s.oʊ1.f.ʌ0.m.ɔ2.ɹ
SOFAS	s.oʊ1.f.ʌ0.z
SOFER	s.oʊ1.f.ɚ0
SOFER'S	s.oʊ1.f.ɚ0.z
SOFFEL	s.ɔ1.f.ʌ0.l
SOFFER	s.ɔ1.f.ɚ0
SOFFIT	s.ɔ1.f.ɪ0.t
SOFIA	s.oʊ0.f.i1.ʌ0
SOFIA'S	s.oʊ0.f.i1.ʌ0.z
SOFIAN	s.oʊ0.f.i1.ʌ0.n
SOFIANS	s.oʊ0.f.i1.ʌ0.n.z
SOFIE	s.ɑ1.f.i0
SOFITEL	s.ɑ1.f.ʌ0.t.ɛ2.l
SOFRANKO	s.ʌ0.f.ɹ.æ1.ŋ.k.oʊ0
SOFT	s.ɑ1.f.t
SOFT(1)	s.ɔ1.f.t
SOFTBALL	s.ɔ1.f.t.b.ɔ2.l
SOFTBALL(1)	s.ɔ1.f.b.ɔ2.l
SOFTBALLS	s.ɔ1.f.t.b.ɔ2.l.z
SOFTBALLS(1)	s.ɔ1.f.b.ɔ2.l.z
SOFTBANK	s.ɔ1.f.t.b.æ2.ŋ.k
SOFTDRINK	s.ɔ1.f.t.d.ɹ.ɪ2.ŋ.k
SOFTECH	s.ɔ1.f.t.ɛ2.k
SOFTEN	s.ɑ1.f.ʌ0.n
SOFTEN(1)	s.ɔ1.f.ʌ0.n
SOFTENED	s.ɔ1.f.ʌ0.n.d
SOFTENER	s.ɔ1.f.ʌ0.n.ɚ0
SOFTENING	s.ɔ1.f.ʌ0.n.ɪ0.ŋ
SOFTENING(1)	s.ɔ1.f.n.ɪ0.ŋ
SOFTENS	s.ɔ1.f.ʌ0.n.z
SOFTER	s.ɑ1.f.t.ɚ0
SOFTER(1)	s.ɔ1.f.t.ɚ0
SOFTEST	s.ɔ1.f.t.ʌ0.s.t
SOFTIMAGE	s.ɔ1.f.t.ɪ2.m.ɪ0.dʒ
SOFTKEY	s.ɑ1.f.t.k.eɪ2
SOFTLETTER	s.ɔ1.f.t.l.ɛ2.t.ɚ0
SOFTLY	s.ɔ1.f.t.l.i0
SOFTLY(1)	s.ɔ1.f.l.i0
SOFTNESS	s.ɔ1.f.t.n.ʌ0.s
SOFTNESS(1)	s.ɔ1.f.n.ʌ0.s
SOFTSOAP	s.ɔ1.f.t.s.oʊ2.p
SOFTSOAP(1)	s.ɔ1.f.s.oʊ2.p
SOFTSPOKEN	s.ɔ1.f.t.s.p.oʊ1.k.ʌ0.n
SOFTSPOKEN(1)	s.ɔ1.f.s.p.oʊ1.k.ʌ0.n
SOFTWARE	s.ɔ1.f.t.w.ɛ2.ɹ
SOFTWARE(1)	s.ɔ1.f.w.ɛ2.ɹ
SOFTWARE'S	s.ɔ1.f.t.w.ɛ2.ɹ.z
SOFTWARE'S(1)	s.ɔ1.f.w.ɛ2.ɹ.z
SOFTWOOD	s.ɔ1.f.t.w.ʊ2.d
SOGANG	s.oʊ1.g.æ0.ŋ
SOGGY	s.ɑ1.g.i0
SOGO	s.oʊ1.g.oʊ0
SOHIO	s.oʊ0.h.aɪ1.oʊ0
SOHL	s.oʊ1.l
SOHM	s.oʊ1.m
SOHMER	s.oʊ1.m.ɚ0
SOHN	s.ɑ1.n
SOHNS	s.ɑ1.n.z
SOHO	s.oʊ1.h.oʊ0
SOIFER	s.ɔɪ1.f.ɚ0
SOIFFER	s.ɔɪ1.f.ɚ0
SOIL	s.ɔɪ1.l
SOIL'S	s.ɔɪ1.l.z
SOILEAU	s.ɔɪ2.l.oʊ1
SOILED	s.ɔɪ1.l.d
SOILS	s.ɔɪ1.l.z
SOIR	s.ɔɪ1.ɹ
SOIREE	s.w.ɑ0.ɹ.eɪ1
SOISSON	s.ɔɪ1.z.s.ʌ0.n
SOJA	s.oʊ1.dʒ.ʌ0
SOJKA	s.ɔɪ1.k.ʌ0
SOJOURN	s.oʊ1.dʒ.ɚ0.n
SOJOURNER	s.oʊ1.dʒ.ɚ0.n.ɚ0
SOJOURNERS	s.oʊ1.dʒ.ɚ0.n.ɚ0.z
SOJOURNING	s.oʊ1.dʒ.ɚ0.n.ɪ0.ŋ
SOK	s.ɑ1.k
SOKAIYA	s.ʌ0.k.aɪ1.j.ʌ0
SOKOL	s.oʊ1.k.ʌ0.l
SOKOLIK	s.ʌ0.k.oʊ1.l.ɪ0.k
SOKOLIN	s.ɑ1.k.ʌ0.l.ɪ0.n
SOKOLOFF	s.ɑ1.k.ʌ0.l.ɔ0.f
SOKOLOSKI	s.ʌ0.k.ʌ0.l.aʊ1.s.k.i0
SOKOLOV	s.ɑ1.k.ʌ0.l.ɑ0.v
SOKOLOW	s.ɑ1.k.ʌ0.l.oʊ0
SOKOLOW'S	s.ɑ1.k.ʌ0.l.oʊ2.z
SOKOLOWSKI	s.ʌ0.k.ʌ0.l.ɔ1.f.s.k.i0
SOL	s.ɑ1.l
SOL(1)	s.oʊ1.l
SOLA	s.oʊ1.l.ʌ0
SOLACE	s.ɑ1.l.ʌ0.s
SOLACE(1)	s.oʊ1.l.ɪ0.s
SOLAK	s.oʊ1.l.ʌ0.k
SOLAMAN	s.ɑ1.l.ʌ0.m.ʌ0.n
SOLAN	s.oʊ1.l.ʌ0.n
SOLANA	s.oʊ0.l.æ1.n.ʌ0
SOLAND	s.ɑ1.l.ʌ0.n.d
SOLANGI	s.oʊ0.l.ɑ1.n.dʒ.i0
SOLANO	s.oʊ0.l.ɑ1.n.oʊ0
SOLAR	s.oʊ1.l.ɚ0
SOLARES	s.oʊ0.l.ɑ1.ɹ.ɛ0.s
SOLARI	s.oʊ0.l.ɑ1.ɹ.i0
SOLARIS	s.oʊ0.l.ɛ1.ɹ.ɪ0.s
SOLARZ	s.oʊ1.l.ɑ0.ɹ.z
SOLAZZO	s.oʊ0.l.ɑ1.z.oʊ0
SOLBERG	s.oʊ1.l.b.ɚ0.g
SOLCHAGA	s.oʊ0.l.tʃ.ɑ1.g.ʌ0
SOLD	s.oʊ1.l.d
SOLDAN	s.oʊ1.l.d.ʌ0.n
SOLDANO	s.oʊ0.l.d.ɑ1.n.oʊ0
SOLDER	s.ɑ1.d.ɚ0
SOLDERING	s.ɑ1.d.ɚ0.ɪ0.ŋ
SOLDIER	s.oʊ1.l.dʒ.ɚ0
SOLDIER'S	s.oʊ1.l.dʒ.ɚ0.z
SOLDIERING	s.oʊ1.l.dʒ.ɚ0.ɪ0.ŋ
SOLDIERS	s.oʊ1.l.dʒ.ɚ0.z
SOLDIERS'	s.oʊ1.l.dʒ.ɚ0.z
SOLDNER	s.oʊ1.l.d.n.ɚ0
SOLDO	s.oʊ1.l.d.oʊ0
SOLE	s.oʊ1.l
SOLECKI	s.ʌ0.l.ɛ1.t.s.k.i0
SOLEDAD	s.oʊ1.l.d.æ2.d
SOLEIL	s.oʊ0.l.eɪ1.l
SOLELY	s.oʊ1.ʌ0.l.i0
SOLEM	s.oʊ1.l.ɪ0.m
SOLEMIN	s.oʊ0.l.ɛ1.m.ɪ0.n
SOLEMN	s.ɑ1.l.ʌ0.m
SOLEMNITY	s.ʌ0.l.ɛ1.m.n.ʌ0.t.i0
SOLEMNLY	s.ɔ1.l.ʌ0.m.l.i0
SOLER	s.oʊ1.l.ɚ0
SOLERI	s.oʊ0.l.ɛ1.ɹ.i0
SOLES	s.oʊ1.l.z
SOLESBEE	s.oʊ1.l.z.b.i2
SOLEY	s.oʊ1.l.i0
SOLHEIM	s.oʊ1.l.h.aɪ2.m
SOLI	s.oʊ1.l.i2
SOLICIT	s.ʌ0.l.ɪ1.s.ɪ0.t
SOLICITATION	s.ʌ0.l.ɪ2.s.ɪ0.t.eɪ1.ʃ.ʌ0.n
SOLICITATIONS	s.ʌ0.l.ɪ2.s.ɪ0.t.eɪ1.ʃ.ʌ0.n.z
SOLICITED	s.ʌ0.l.ɪ1.s.ɪ0.t.ɪ0.d
SOLICITING	s.ʌ0.l.ɪ1.s.ʌ0.t.ɪ0.ŋ
SOLICITOR	s.ʌ0.l.ɪ1.s.ʌ0.t.ɚ0
SOLICITORS	s.ʌ0.l.ɪ1.s.ʌ0.t.ɚ0.z
SOLICITOUS	s.ʌ0.l.ɪ1.s.ʌ0.t.ʌ0.s
SOLICITS	s.ʌ0.l.ɪ1.s.ʌ0.t.s
SOLICITUDE	s.ʌ0.l.ɪ1.s.ɪ0.t.u2.d
SOLID	s.ɑ1.l.ʌ0.d
SOLID-STATE	s.ɑ1.l.ʌ0.d.s.t.eɪ1.t
SOLIDARITY	s.ɑ2.l.ʌ0.d.ɛ1.ɹ.ʌ0.t.i0
SOLIDARITY'S	s.ɑ2.l.ʌ0.d.ɛ1.ɹ.ʌ0.t.i0.z
SOLIDAY	s.oʊ1.l.i0.d.eɪ0
SOLIDERS	s.ɑ1.l.ɪ0.d.ɚ0.z
SOLIDIFIED	s.ʌ0.l.ɪ1.d.ʌ0.f.aɪ2.d
SOLIDIFIES	s.ʌ0.l.ɪ1.d.ʌ0.f.aɪ2.z
SOLIDIFY	s.ʌ0.l.ɪ1.d.ʌ0.f.aɪ2
SOLIDIFYING	s.ʌ0.l.ɪ1.d.ʌ0.f.aɪ2.ɪ0.ŋ
SOLIDITY	s.ʌ0.l.ɪ1.d.ʌ0.t.i0
SOLIDLY	s.ɑ1.l.ʌ0.d.l.i0
SOLIDS	s.ɑ1.l.ʌ0.d.z
SOLIE	s.oʊ1.l.i0
SOLILOQUIZE	s.ʌ0.l.ɪ1.l.ʌ0.k.w.aɪ2.z
SOLILOQUY	s.ʌ0.l.ɪ1.l.ʌ0.k.w.i0
SOLIMAN	s.ɑ1.l.ɪ0.m.ʌ0.n
SOLIMAN'S	s.ɑ1.l.ɪ0.m.ʌ0.n.z
SOLIMINE	s.oʊ0.l.i0.m.i1.n.i0
SOLIMON	s.oʊ1.l.ɪ0.m.ʌ0.n
SOLIN	s.oʊ1.l.ɪ0.n
SOLINGEN	s.oʊ1.l.ɪ0.ŋ.g.ɛ0.n
SOLINGEN(1)	s.ɑ1.l.ɪ0.ŋ.g.ɛ0.n
SOLINGER	s.oʊ1.l.ɪ0.ŋ.ɚ0
SOLIS	s.oʊ1.l.ɪ0.s
SOLITA	s.oʊ0.l.i1.t.ʌ0
SOLITAIRE	s.ɑ2.l.ʌ0.t.ɛ1.ɹ
SOLITARINESS	s.ɑ0.l.ʌ0.t.ɛ1.ɹ.i0.n.ɪ0.s
SOLITARY	s.ɑ1.l.ʌ0.t.ɛ2.ɹ.i0
SOLITEC	s.ɑ1.l.ɪ0.t.ɛ2.k
SOLITRON	s.oʊ1.l.ɪ0.t.ɹ.ɑ0.n
SOLITUDE	s.ɑ1.l.ʌ0.t.u2.d
SOLIZ	s.oʊ1.l.i0.z
SOLL	s.ɑ1.l
SOLLARS	s.ɑ1.l.ɚ0.z
SOLLENBERGER	s.ɑ1.l.ʌ0.n.b.ɚ0.g.ɚ0
SOLLER	s.ɑ1.l.ɚ0
SOLLERS	s.ɑ1.l.ɚ0.z
SOLLEY	s.ɑ1.l.i0
SOLLIDAY	s.ɑ1.l.i0.d.eɪ0
